ticker,date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Preferred Stock Dividends,Net Income Discontinuous Operations,Special Income Charges,Impairment Of Capital Assets,Gain On Sale Of Security,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Depreciation Income Statement,Selling And Marketing Expense,General And Administrative Expense,Insurance And Claims,Rent And Landing Fees,Salaries And Wages,Professional Expense And Contract Services Expense,Other Non Interest Expense,Earnings From Equity Interest Net Of Tax,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Other Operating Expenses,Other Gand A,Minority Interests,Gain On Sale Of Business,Other Special Charges,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Otherunder Preferred Stock Dividend,Average Dilution Earnings,Occupancy And Equipment,Gain On Sale Of Ppe,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Other Taxes,Write Off,Total Other Finance Cost,Excise Taxes
MCO,2024-09-30,-4080000.0,0.24,916000000.0,534000000.0,108000000.0,512000000.0,899000000.0,791000000.0,546920000.0,534000000.0,1054000000.0,738000000.0,182500000.0,181700000.0,2.93,2.94,534000000.0,534000000.0,534000000.0,534000000.0,534000000.0,169000000.0,703000000.0,4000000.0,6000000.0,759000000.0,542000000.0,,434000000.0,1301000000.0,512000000.0,1813000000.0,1813000000.0,-17000000.0,-17000000.0,-60000000.0,88000000.0,28000000.0,,,,-21000000.0,,4000000.0,108000000.0,108000000.0,,,,,,,,,,,,-60000000.0,88000000.0,28000000.0,512000000.0,,0.0,,,21000000.0,15000000.0,,,,,,,,,,,
MCO,2024-06-30,-3694019.471488,0.230876,931000000.0,552000000.0,110000000.0,469000000.0,915000000.0,805000000.0,564305980.528512,552000000.0,1025000000.0,775000000.0,183000000.0,182300000.0,3.02,3.03,552000000.0,552000000.0,552000000.0,553000000.0,553000000.0,166000000.0,719000000.0,-10000000.0,4000000.0,792000000.0,556000000.0,,446000000.0,1348000000.0,469000000.0,1817000000.0,1817000000.0,-16000000.0,-16000000.0,-63000000.0,86000000.0,23000000.0,,,,-17000000.0,,1000000.0,110000000.0,110000000.0,,,,,446000000.0,,,-8000000.0,,,,-63000000.0,86000000.0,23000000.0,469000000.0,446000000.0,-1000000.0,,,17000000.0,2000000.0,,,,,,,,,,,
MCO,2024-03-31,-3694019.471488,0.230876,931000000.0,552000000.0,110000000.0,469000000.0,915000000.0,805000000.0,564305980.528512,552000000.0,1025000000.0,775000000.0,183000000.0,182300000.0,3.02,3.03,552000000.0,552000000.0,552000000.0,553000000.0,553000000.0,166000000.0,719000000.0,-10000000.0,4000000.0,792000000.0,556000000.0,,446000000.0,1348000000.0,469000000.0,1817000000.0,1817000000.0,-16000000.0,-16000000.0,-63000000.0,86000000.0,23000000.0,,,,-17000000.0,,1000000.0,110000000.0,110000000.0,,,,,413000000.0,,,-8000000.0,,,,-63000000.0,86000000.0,23000000.0,467000000.0,413000000.0,-1000000.0,,,17000000.0,2000000.0,,,,,,,,,,,
MCO,2023-12-31,-3694019.471488,0.230876,931000000.0,552000000.0,110000000.0,469000000.0,915000000.0,805000000.0,564305980.528512,552000000.0,1025000000.0,775000000.0,183000000.0,182300000.0,3.02,3.03,552000000.0,552000000.0,552000000.0,553000000.0,553000000.0,166000000.0,719000000.0,-10000000.0,4000000.0,792000000.0,556000000.0,,446000000.0,1348000000.0,469000000.0,1817000000.0,1817000000.0,-16000000.0,-16000000.0,-63000000.0,86000000.0,23000000.0,,,,-17000000.0,,1000000.0,110000000.0,110000000.0,,,,,428000000.0,,,-9000000.0,,,,-63000000.0,86000000.0,23000000.0,421000000.0,428000000.0,0.0,,,17000000.0,2000000.0,,,,,,,,,,,
NU,2025-03-31,0.0,0.299174,,557203000.0,21322000.0,,,,557203000.0,557203000.0,,,4892628000.0,4816294000.0,0.1139,0.1157,557203000.0,557203000.0,557203000.0,557208000.0,557208000.0,237865000.0,795073000.0,,56870000.0,,,,311366000.0,,,2250376000.0,2250376000.0,,,1835932000.0,896204000.0,2732136000.0,,,,,,,21322000.0,21322000.0,,,,36633000.0,274733000.0,,,197415000.0,,204811000.0,,,,,,77318000.0,-5000.0,,,,,,,,,,,,,,,
NU,2024-12-31,0.0,0.279901,,552640000.0,21061000.0,,,,552640000.0,552640000.0,,,4892628000.0,4816294000.0,0.1139,0.1157,552640000.0,552640000.0,552640000.0,552640000.0,552640000.0,214810000.0,767450000.0,,272797000.0,,,,333266000.0,,,2110169000.0,2110169000.0,,,1745687000.0,747994000.0,2493681000.0,,,,,,,21061000.0,21061000.0,,,,22306000.0,310960000.0,,,222241000.0,,456834000.0,,,,,,88719000.0,-5000.0,,,,,,,,,,,,,,,
NU,2024-09-30,0.0,0.235433,,553386000.0,19269000.0,,,,553386000.0,553386000.0,,,4889409000.0,4797673000.0,0.1132,0.1153,553386000.0,553386000.0,553386000.0,553386000.0,553386000.0,170404000.0,723790000.0,,-105121000.0,,,,375939000.0,,,2096449000.0,2096449000.0,,,1712848000.0,760959000.0,2473807000.0,,,,,,,19269000.0,19269000.0,,,,99818000.0,276121000.0,,,198347000.0,,98186000.0,,,,,,77774000.0,-5000.0,,,,,,,,,,,,,,,
NU,2024-06-30,0.0,0.328291,,487272000.0,18333000.0,,,,487272000.0,487272000.0,,,4880953000.0,4788239000.0,0.0998,0.1018,487272000.0,487272000.0,487272000.0,487272000.0,487272000.0,238149000.0,725421000.0,,-96781000.0,,,,367464000.0,,,2084972000.0,2084972000.0,,,1718116000.0,665191000.0,2383307000.0,,,,,,,18333000.0,18333000.0,,,,47751000.0,319713000.0,,,238871000.0,,117208000.0,,,,,,80842000.0,-5000.0,,,,,,,,,,,,,,,
NU,2024-03-31,0.0,0.345221,,378814000.0,18465000.0,,,,378814000.0,378814000.0,,,4886361000.0,4773284000.0,0.0775,0.0794,378814000.0,378814000.0,378814000.0,378814000.0,378814000.0,199723000.0,578537000.0,,2029000.0,,,,362612000.0,,,1978015000.0,1978015000.0,,,1619533000.0,660715000.0,2280248000.0,,,,,,,18465000.0,18465000.0,,,,39045000.0,323567000.0,,,240523000.0,,189711000.0,,,,,,83044000.0,0.0,,,,,,,,,,,,,,,
NU,2023-12-31,0.0,0.345221,,378814000.0,18465000.0,,,,378814000.0,378814000.0,,,4886361000.0,4773284000.0,0.0775,0.0794,378814000.0,378814000.0,378814000.0,378814000.0,378814000.0,199723000.0,578537000.0,,2029000.0,,,,362612000.0,,,1978015000.0,1978015000.0,,,1619533000.0,660715000.0,2280248000.0,,,,,,,18465000.0,18465000.0,,,,39045000.0,323567000.0,,,240523000.0,,189711000.0,,,,,,83044000.0,0.0,,,,,,,,,,,,,,,
NVR,2025-06-30,0.0,0.253607,459807000.0,333737000.0,5689000.0,1999983000.0,459807000.0,454118000.0,333737000.0,333737000.0,2175578000.0,,3075000.0,2914000.0,108.54,114.52,333737000.0,333737000.0,333737000.0,333737000.0,333737000.0,113396000.0,447133000.0,26389000.0,26389000.0,427729000.0,175595000.0,,175595000.0,603324000.0,1999983000.0,2603307000.0,2603307000.0,,,-6985000.0,6985000.0,,,,,,,,,,,,,,175595000.0,,,,,,,-6985000.0,6985000.0,,,175595000.0,,,,,,,,,,,,,,,,
NVR,2025-03-31,0.0,0.255,415240000.0,299576000.0,5782000.0,1835375000.0,415240000.0,409458000.0,299576000.0,299576000.0,2025185000.0,376665000.0,3159000.0,2984000.0,94.83,100.41,299576000.0,299576000.0,299576000.0,299576000.0,299576000.0,102428000.0,402004000.0,27805000.0,27805000.0,381653000.0,189810000.0,,189810000.0,571463000.0,1835375000.0,2406838000.0,2406838000.0,,,-7454000.0,7454000.0,,,,,,,,,,,,,,189810000.0,,,,,,,-7454000.0,7454000.0,,,189810000.0,,,,,,,,,,,,,,,,
NVR,2024-12-31,0.0,0.201179,584600000.0,457432000.0,4953000.0,2125633000.0,584600000.0,579647000.0,457432000.0,457432000.0,2306217000.0,533464000.0,3269000.0,3053000.0,139.93,149.84,457432000.0,457432000.0,457432000.0,457432000.0,457432000.0,115202000.0,572634000.0,34656000.0,34656000.0,544991000.0,180584000.0,,180584000.0,725575000.0,2125633000.0,2851208000.0,2851208000.0,,,-7013000.0,7013000.0,,,,,,,,,,,,,,180584000.0,,,,,,,-7013000.0,7013000.0,,-33094000.0,180584000.0,,,,,,,,,,,,,,,,
NVR,2024-09-30,0.0,0.203,550343000.0,429323000.0,4685000.0,2051087000.0,550343000.0,545658000.0,429323000.0,429323000.0,2227181000.0,510522000.0,3290000.0,3074000.0,130.5,139.65,429323000.0,429323000.0,429323000.0,429323000.0,429323000.0,109289000.0,538612000.0,35160000.0,35160000.0,510498000.0,176094000.0,,176094000.0,686592000.0,2051087000.0,2737679000.0,2737679000.0,,,-7046000.0,7046000.0,,,,,,,,,,,,,,176094000.0,,,,,,,-7046000.0,7046000.0,,-33746000.0,176094000.0,,,,,,,,,,,,,,,,
NVR,2024-06-30,0.0,0.248636,544822000.0,400904000.0,4356000.0,1947616000.0,544822000.0,540466000.0,400904000.0,400904000.0,2114180000.0,495246000.0,3322000.0,3127000.0,120.69,128.21,400904000.0,400904000.0,400904000.0,400904000.0,400904000.0,132664000.0,533568000.0,37517000.0,37517000.0,502949000.0,166564000.0,,166564000.0,669513000.0,1947616000.0,2617129000.0,2617129000.0,,,-6898000.0,6898000.0,,,,,,,,,,,,,,166564000.0,,,,,,,-6898000.0,6898000.0,,-36184000.0,166564000.0,,,,,,,,,,,,,,,,
NVR,2024-03-31,0.0,0.248636,544822000.0,400904000.0,4356000.0,1947616000.0,544822000.0,540466000.0,400904000.0,400904000.0,2114180000.0,448327000.0,3322000.0,3127000.0,120.69,128.21,400904000.0,400904000.0,400904000.0,400904000.0,400904000.0,132664000.0,533568000.0,37517000.0,37517000.0,502949000.0,166564000.0,,166564000.0,669513000.0,1947616000.0,2617129000.0,2617129000.0,,,-6898000.0,6898000.0,,,,,,,,,,,,,,166564000.0,,,,,,,-6898000.0,6898000.0,,-40866000.0,166564000.0,,,,,,,,,,,,,,,,
NVR,2023-12-31,0.0,0.248636,544822000.0,400904000.0,4356000.0,1947616000.0,544822000.0,540466000.0,400904000.0,400904000.0,2114180000.0,448327000.0,3322000.0,3127000.0,120.69,128.21,400904000.0,400904000.0,400904000.0,400904000.0,400904000.0,132664000.0,533568000.0,37517000.0,37517000.0,502949000.0,166564000.0,,166564000.0,669513000.0,1947616000.0,2617129000.0,2617129000.0,,,-6898000.0,6898000.0,,,,,,,,,,,,,,166564000.0,,,,,,,-6898000.0,6898000.0,,-40891000.0,166564000.0,,,,,,,,,,,,,,,,
OXY,2025-06-30,-2926829.268293,0.365854,2958000000.0,458000000.0,1936000000.0,4327000000.0,2950000000.0,1014000000.0,463073170.731707,458000000.0,5460000000.0,,1010400000.0,985100000.0,0.26,0.27,261000000.0,261000000.0,458000000.0,468000000.0,468000000.0,270000000.0,738000000.0,16000000.0,,954000000.0,1133000000.0,,284000000.0,2087000000.0,4327000000.0,6414000000.0,6318000000.0,-8000000.0,-8000000.0,-232000000.0,276000000.0,44000000.0,,170000000.0,0.0,-8000000.0,,,,,,,,,,,,,,,,-232000000.0,276000000.0,44000000.0,580000000.0,,-10000000.0,,,6000000.0,24000000.0,27000000.0,,,-2000000.0,,,,269000000.0,,,
OXY,2025-03-31,-7250000.0,0.29,3592000000.0,936000000.0,1917000000.0,4348000000.0,3567000000.0,1650000000.0,953750000.0,936000000.0,5326000000.0,,982900000.0,941300000.0,0.77,0.81,761000000.0,761000000.0,936000000.0,945000000.0,945000000.0,387000000.0,1332000000.0,114000000.0,,1477000000.0,978000000.0,,267000000.0,2455000000.0,4348000000.0,6803000000.0,6911000000.0,-25000000.0,-25000000.0,-259000000.0,318000000.0,59000000.0,,170000000.0,0.0,-25000000.0,,,,,,,,,,,,,,,,-259000000.0,318000000.0,59000000.0,447000000.0,,-9000000.0,,,6000000.0,139000000.0,5000000.0,,,-19000000.0,,,,264000000.0,,,
OXY,2024-12-31,-357497041.420118,0.289941,3368000000.0,-127000000.0,1977000000.0,4442000000.0,2135000000.0,158000000.0,748502958.579882,-127000000.0,5563000000.0,,940800000.0,940800000.0,-0.32,-0.32,-296000000.0,-295000000.0,-127000000.0,-120000000.0,-120000000.0,-49000000.0,-169000000.0,-1080000000.0,,1197000000.0,1121000000.0,,276000000.0,2318000000.0,4442000000.0,6760000000.0,6860000000.0,-1233000000.0,-1233000000.0,-286000000.0,327000000.0,41000000.0,,170000000.0,0.0,-1233000000.0,,,,,,,,,,,,,,,,-286000000.0,327000000.0,41000000.0,562000000.0,,-7000000.0,,,9000000.0,153000000.0,-2000000.0,,,36000000.0,,,,283000000.0,1260000000.0,,
OXY,2024-09-30,-41720000.0,0.28,3981000000.0,1133000000.0,1926000000.0,4429000000.0,3832000000.0,1906000000.0,1240280000.0,1133000000.0,5344000000.0,,975700000.0,927500000.0,0.98,1.03,960000000.0,959000000.0,1133000000.0,1140000000.0,1140000000.0,454000000.0,1594000000.0,17000000.0,-334000000.0,1829000000.0,915000000.0,,268000000.0,2744000000.0,4429000000.0,7173000000.0,7020000000.0,-149000000.0,-149000000.0,-252000000.0,312000000.0,60000000.0,,169000000.0,0.0,-149000000.0,,,,,,,,,,,,,,,,-252000000.0,312000000.0,60000000.0,391000000.0,,-7000000.0,,,49000000.0,166000000.0,5000000.0,-4000000.0,,-79000000.0,,,,256000000.0,21000000.0,,
OXY,2024-06-30,3981651.376147,0.284404,3648000000.0,1162000000.0,1775000000.0,4269000000.0,3662000000.0,1887000000.0,1151981651.376147,1162000000.0,5220000000.0,,958900000.0,893800000.0,1.03,1.1,985000000.0,985000000.0,1162000000.0,1170000000.0,1170000000.0,465000000.0,1635000000.0,256000000.0,-344000000.0,1597000000.0,951000000.0,,259000000.0,2548000000.0,4269000000.0,6817000000.0,6802000000.0,14000000.0,14000000.0,-218000000.0,252000000.0,34000000.0,,170000000.0,0.0,14000000.0,,,,,,,,,,,,,,,,-218000000.0,252000000.0,34000000.0,427000000.0,,-8000000.0,,,14000000.0,242000000.0,7000000.0,-4000000.0,,28000000.0,,,,265000000.0,0.0,,
OXY,2024-03-31,3981651.376147,0.284404,3648000000.0,1162000000.0,1775000000.0,4269000000.0,3662000000.0,1887000000.0,1151981651.376147,1162000000.0,5220000000.0,,958900000.0,893800000.0,1.03,1.1,985000000.0,985000000.0,1162000000.0,1170000000.0,1170000000.0,465000000.0,1635000000.0,256000000.0,-410000000.0,1597000000.0,951000000.0,,259000000.0,2548000000.0,4269000000.0,6817000000.0,6802000000.0,14000000.0,14000000.0,-218000000.0,252000000.0,34000000.0,,170000000.0,0.0,14000000.0,,,,,,,,,,,,,,,,-218000000.0,252000000.0,34000000.0,427000000.0,,-8000000.0,,,14000000.0,242000000.0,7000000.0,-4000000.0,,28000000.0,,,,265000000.0,0.0,,
OXY,2023-12-31,3981651.376147,0.284404,3648000000.0,1162000000.0,1775000000.0,4269000000.0,3662000000.0,1887000000.0,1151981651.376147,1162000000.0,5220000000.0,,958900000.0,893800000.0,1.03,1.1,985000000.0,985000000.0,1162000000.0,1170000000.0,1170000000.0,465000000.0,1635000000.0,256000000.0,-438000000.0,1597000000.0,951000000.0,,259000000.0,2548000000.0,4269000000.0,6817000000.0,6802000000.0,14000000.0,14000000.0,-218000000.0,252000000.0,34000000.0,,170000000.0,0.0,14000000.0,,,,,,,,,,,,,,,,-218000000.0,252000000.0,34000000.0,427000000.0,,-8000000.0,,,14000000.0,242000000.0,7000000.0,-4000000.0,,28000000.0,,,,265000000.0,0.0,,
POOL,2025-06-30,0.0,0.254098,284799000.0,194258000.0,12129000.0,1249369000.0,284799000.0,272670000.0,194258000.0,194258000.0,1511860000.0,272670000.0,37407000.0,37271000.0,5.17,5.19,193295000.0,193295000.0,194258000.0,194258000.0,194258000.0,66180000.0,260451000.0,,,272670000.0,262491000.0,,262491000.0,535161000.0,1249369000.0,1784530000.0,1784530000.0,,,-12219000.0,,,,,,,,,,,,,,,,,,,,,-13000.0,-12219000.0,,,,,,,,,,963000.0,,,,,,,,,12219000.0,
POOL,2025-03-31,0.0,0.194,89525000.0,53545000.0,11987000.0,759157000.0,89525000.0,77538000.0,53545000.0,53545000.0,993988000.0,77538000.0,37630000.0,37460000.0,1.42,1.42,53282000.0,53282000.0,53545000.0,53545000.0,53545000.0,12883000.0,66374000.0,,,77538000.0,234831000.0,,234831000.0,312369000.0,759157000.0,1071526000.0,1071526000.0,,,-11164000.0,11164000.0,,,,,,,,,,,,,,,,,,,,54000.0,-11164000.0,11164000.0,,,,,,,,,263000.0,,,,,,,,,12219000.0,
POOL,2024-12-31,0.0,0.257776,72769000.0,37300000.0,12119000.0,697236000.0,72769000.0,60650000.0,37300000.0,37300000.0,926829000.0,60650000.0,37922000.0,37718000.0,0.98,0.98,37121000.0,37121000.0,37300000.0,37300000.0,37300000.0,12945000.0,50218000.0,,,60650000.0,229593000.0,,229593000.0,290243000.0,697236000.0,987479000.0,987479000.0,,,-10432000.0,10432000.0,,,,,,,,,,,,,,,,,,,,27000.0,-10432000.0,10432000.0,,,,,,,,,179000.0,,,,,,,,,12219000.0,
POOL,2024-09-30,0.0,0.234,187923000.0,125701000.0,11570000.0,1016476000.0,187923000.0,176353000.0,125701000.0,125701000.0,1256526000.0,176353000.0,38187000.0,37983000.0,3.27,3.29,125047000.0,125047000.0,125701000.0,125701000.0,125701000.0,38361000.0,163998000.0,,,176353000.0,240050000.0,,240050000.0,416403000.0,1016476000.0,1432879000.0,1432879000.0,,,-12355000.0,12355000.0,,,,,,,,,,,,,,,,,,,,64000.0,-12355000.0,12355000.0,,,,,,,,,654000.0,,,,,,,,,12219000.0,
POOL,2024-06-30,0.0,0.252714,282524000.0,192439000.0,11043000.0,1239643000.0,282524000.0,271481000.0,192439000.0,192439000.0,1498303000.0,271481000.0,38325000.0,38124000.0,4.99,5.02,191421000.0,191421000.0,192439000.0,192439000.0,192439000.0,65058000.0,257437000.0,,,271481000.0,258660000.0,,258660000.0,530141000.0,1239643000.0,1769784000.0,1769784000.0,,,-14044000.0,12355000.0,,,,,,,,,,,,,,,,,,,,60000.0,-14044000.0,12355000.0,,,,,,,,,1018000.0,,,,,,,,,14044000.0,
POOL,2024-03-31,0.0,0.252714,282524000.0,192439000.0,11043000.0,1239643000.0,282524000.0,271481000.0,192439000.0,192439000.0,1498303000.0,271481000.0,38325000.0,38124000.0,4.99,5.02,191421000.0,191421000.0,192439000.0,192439000.0,192439000.0,65058000.0,257437000.0,,,271481000.0,258660000.0,,258660000.0,530141000.0,1239643000.0,1769784000.0,1769784000.0,,,-14044000.0,13419000.0,,,,,,,,,,,,,,,,,,,,60000.0,-14044000.0,13419000.0,,,,,,,,,1018000.0,,,,,,,,,13419000.0,
POOL,2023-12-31,0.0,0.252714,282524000.0,192439000.0,11043000.0,1239643000.0,282524000.0,271481000.0,192439000.0,192439000.0,1498303000.0,271481000.0,38325000.0,38124000.0,4.99,5.02,191421000.0,191421000.0,192439000.0,192439000.0,192439000.0,65058000.0,257437000.0,,,271481000.0,258660000.0,,258660000.0,530141000.0,1239643000.0,1769784000.0,1769784000.0,,,-14044000.0,12104000.0,,,,,,,,,,,,,,,,,,,,60000.0,-14044000.0,12104000.0,,,,,,,,,1018000.0,,,,,,,,,13419000.0,
SIRI,2025-06-30,-23912878.787879,0.223485,618000000.0,205000000.0,131000000.0,1128000000.0,511000000.0,380000000.0,288087121.212121,205000000.0,1666000000.0,365000000.0,357000000.0,338000000.0,0.57,0.61,202000000.0,205000000.0,205000000.0,205000000.0,205000000.0,59000000.0,264000000.0,-92000000.0,15000000.0,472000000.0,528000000.0,56000000.0,351000000.0,1000000000.0,1138000000.0,2138000000.0,2107000000.0,-107000000.0,-107000000.0,-116000000.0,116000000.0,,,,,-107000000.0,,,121000000.0,121000000.0,,,,185000000.0,166000000.0,,,,,,,-116000000.0,116000000.0,,,166000000.0,0.0,,,,,,-3000000.0,,,,,,,107000000.0,,
SIRI,2025-03-31,-11616000.0,0.242,589000000.0,204000000.0,155000000.0,1093000000.0,541000000.0,386000000.0,240384000.0,204000000.0,1633000000.0,387000000.0,357000000.0,339000000.0,0.59,0.6,211000000.0,204000000.0,204000000.0,204000000.0,204000000.0,65000000.0,269000000.0,-49000000.0,-1000000.0,435000000.0,529000000.0,73000000.0,312000000.0,964000000.0,1104000000.0,2068000000.0,2037000000.0,-48000000.0,-48000000.0,-117000000.0,117000000.0,,,,,-48000000.0,,,144000000.0,144000000.0,,,,190000000.0,122000000.0,,,,,,,-117000000.0,117000000.0,,,122000000.0,0.0,,,,,0.0,7000000.0,,,,,,,107000000.0,,
SIRI,2024-12-31,0.0,0.271574,645000000.0,287000000.0,134000000.0,1127000000.0,645000000.0,511000000.0,287000000.0,287000000.0,1671000000.0,505000000.0,359000000.0,339000000.0,0.83,0.85,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,107000000.0,394000000.0,-6000000.0,-6000000.0,517000000.0,533000000.0,72000000.0,338000000.0,1050000000.0,1138000000.0,2188000000.0,2153000000.0,0.0,0.0,-117000000.0,117000000.0,,,,,0.0,,,123000000.0,123000000.0,,,,219000000.0,119000000.0,,,,,,,-117000000.0,117000000.0,,,119000000.0,0.0,,,,,0.0,0.0,,,,,,,12000000.0,,
SIRI,2024-09-30,-44044000.0,0.013,668000000.0,-2456000000.0,153000000.0,1108000000.0,-2720000000.0,-2873000000.0,887956000.0,-2456000000.0,1684000000.0,-2901000000.0,339000000.0,339000000.0,-7.244838,-7.244838,-2456000000.0,-2456000000.0,-2456000000.0,-2958000000.0,-2958000000.0,-39000000.0,-2997000000.0,-3360000000.0,28000000.0,487000000.0,568000000.0,68000000.0,355000000.0,1055000000.0,1116000000.0,2171000000.0,2138000000.0,-3388000000.0,-3388000000.0,-124000000.0,124000000.0,,,,,-3388000000.0,3388000000.0,,145000000.0,145000000.0,,,,217000000.0,138000000.0,,,,,,,-124000000.0,124000000.0,,,138000000.0,502000000.0,,,,,0.0,0.0,,,,,,,3388000000.0,,
SIRI,2024-06-30,-3711627.906977,0.176744,746000000.0,304000000.0,169000000.0,1102000000.0,725000000.0,556000000.0,321288372.093023,304000000.0,1686000000.0,471000000.0,378000000.0,338000000.0,0.74,1.05,280000000.0,354000000.0,304000000.0,354000000.0,354000000.0,76000000.0,430000000.0,64000000.0,85000000.0,492000000.0,571000000.0,71000000.0,344000000.0,1063000000.0,1115000000.0,2178000000.0,2148000000.0,-21000000.0,-21000000.0,-126000000.0,126000000.0,,,,,-21000000.0,3388000000.0,,156000000.0,156000000.0,18000000.0,18000000.0,115000000.0,228000000.0,116000000.0,,,,,,,-126000000.0,126000000.0,,,116000000.0,-50000000.0,,,,,0.0,-74000000.0,,,,,,,21000000.0,,
SIRI,2024-03-31,-3711627.906977,0.176744,746000000.0,304000000.0,169000000.0,1102000000.0,725000000.0,556000000.0,321288372.093023,304000000.0,1686000000.0,471000000.0,378000000.0,338000000.0,0.74,1.05,280000000.0,354000000.0,304000000.0,354000000.0,354000000.0,76000000.0,430000000.0,64000000.0,85000000.0,492000000.0,571000000.0,71000000.0,344000000.0,1063000000.0,1115000000.0,2178000000.0,2148000000.0,-21000000.0,-21000000.0,-126000000.0,126000000.0,,,,,-21000000.0,3388000000.0,,156000000.0,156000000.0,18000000.0,18000000.0,115000000.0,228000000.0,116000000.0,,,,,,,-126000000.0,126000000.0,,,116000000.0,-50000000.0,,,,,-42000000.0,-74000000.0,,,,,,,21000000.0,,
SIRI,2023-12-31,-3711627.906977,0.176744,746000000.0,304000000.0,169000000.0,1102000000.0,725000000.0,556000000.0,321288372.093023,304000000.0,1686000000.0,471000000.0,378000000.0,338000000.0,0.74,1.05,280000000.0,354000000.0,304000000.0,354000000.0,354000000.0,76000000.0,430000000.0,64000000.0,85000000.0,492000000.0,571000000.0,71000000.0,344000000.0,1063000000.0,1115000000.0,2178000000.0,2148000000.0,-21000000.0,-21000000.0,-126000000.0,126000000.0,,,,,-21000000.0,26000000.0,,156000000.0,156000000.0,18000000.0,18000000.0,115000000.0,228000000.0,116000000.0,,,,,,,-126000000.0,126000000.0,,,116000000.0,-50000000.0,,,,,-42000000.0,-74000000.0,,,,,,,26000000.0,,
STZ,2025-05-31,-7464769.381747,0.143278,869300000.0,516100000.0,105200000.0,1248400000.0,817200000.0,712000000.0,560735230.618253,516100000.0,1749100000.0,713800000.0,177991000.0,177801000.0,2.9,2.9,516100000.0,516100000.0,516100000.0,523800000.0,523800000.0,87600000.0,611400000.0,-55600000.0,,765900000.0,500700000.0,,500700000.0,1266600000.0,1248400000.0,2515000000.0,2677500000.0,-52100000.0,-52100000.0,-98900000.0,100600000.0,1700000.0,,,,-52100000.0,,,,,,,,,,,,,,,,-98900000.0,100600000.0,1700000.0,,,-7700000.0,,,,-3500000.0,,,,,,,,,52100000.0,,162500000.0
STZ,2025-02-28,-178269000.0,0.21,712400000.0,-375300000.0,105900000.0,1049500000.0,-136500000.0,-242400000.0,295331000.0,-375300000.0,1554800000.0,-150300000.0,177991000.0,177801000.0,2.9,2.9,-375300000.0,-375300000.0,-375300000.0,-370600000.0,-370600000.0,28000000.0,-342600000.0,-851800000.0,,609400000.0,505300000.0,,505300000.0,1114700000.0,1049500000.0,2164200000.0,2312700000.0,-848900000.0,-848900000.0,-100200000.0,100200000.0,1700000.0,,,,-766000000.0,547700000.0,-82900000.0,,,,,,,,,,,,,,-100200000.0,100200000.0,1700000.0,,,-4700000.0,,,,-2900000.0,,,,,,,,,484300000.0,,148500000.0
STZ,2024-11-30,-2567400.0,0.066,935900000.0,615900000.0,119000000.0,1179500000.0,897000000.0,778000000.0,652232600.0,615900000.0,1670800000.0,793000000.0,181753000.0,181243000.0,3.39,3.4,615900000.0,615900000.0,615900000.0,629100000.0,629100000.0,44500000.0,673600000.0,-15000000.0,,793000000.0,491300000.0,,491300000.0,1284300000.0,1179500000.0,2463800000.0,2644400000.0,-38900000.0,-38900000.0,-104400000.0,104400000.0,1700000.0,,,,-300000.0,0.0,-38600000.0,,,,,,,,,,,,,,-104400000.0,104400000.0,1700000.0,,,-13200000.0,,,,23900000.0,,,,,,,,,300000.0,,180600000.0
STZ,2024-08-31,-257024400.0,0.114,1133200000.0,-1199000000.0,109200000.0,1407100000.0,-1121400000.0,-1230600000.0,798575600.0,-1199000000.0,1898300000.0,-1229400000.0,181947000.0,181947000.0,-6.59,-6.59,-1199000000.0,-1199000000.0,-1199000000.0,-1182400000.0,-1182400000.0,-152200000.0,-1334600000.0,-2251200000.0,,1020600000.0,491200000.0,,491200000.0,1511800000.0,1407100000.0,2918900000.0,3139100000.0,-2254600000.0,-2254600000.0,-104000000.0,104000000.0,1700000.0,,,,-2252100000.0,2250000000.0,-2500000.0,,,,,,,,,,,,,,-104000000.0,104000000.0,1700000.0,,,-16600000.0,,,,3400000.0,,,,,,,,,2100000.0,,220200000.0
