ticker,date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Preferred Stock Dividend Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Unrealized Gain Loss On Investment Securities,Amortization Of Securities,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,Net Long Term Debt Issuance,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Capital Expenditure Reported,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Issuance Of Capital Stock,Common Stock Issuance,Net Short Term Debt Issuance,Dividends Received Cfi,Change In Other Current Liabilities,Change In Other Current Assets,Issuance Of Debt,Short Term Debt Payments,Long Term Debt Issuance,Dividend Received Cfo,Earnings Losses From Equity Investments,Gain Loss On Sale Of Business,Short Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Sale Of PPE,Change In Prepaid Assets,Provisionand Write Offof Assets,Other Cash Adjustment Outside Changein Cash,Change In Accrued Expense,Change In Interest Payable,Pension And Employee Benefit Expense,Net Foreign Currency Exchange Gain Loss,Net Preferred Stock Issuance,Preferred Stock Issuance,Cash From Discontinued Operating Activities,Taxes Refund Paid,Interest Paid Cfo,Gain Loss On Sale Of PPE,Preferred Stock Payments,Sale Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Cash Flow From Discontinued Operation,Interest Received Cfi,Other Cash Adjustment Inside Changein Cash,Interest Paid Cff,Excess Tax Benefit From Stock Based Compensation,Depletion,Dividend Paid Cfo,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities
FDX,2024-05-31,1496000000.0,-500000000.0,-4000000.0,-1202000000.0,206000000.0,290000000.0,6501000000.0,5644000000.0,-15000000.0,872000000.0,-592000000.0,-592000000.0,-4000000.0,,-310000000.0,,-310000000.0,-274000000.0,-500000000.0,-4000000.0,-4000000.0,-1234000000.0,-1234000000.0,20000000.0,-52000000.0,14000000.0,-66000000.0,,,,,,2698000000.0,2698000000.0,-461000000.0,-535000000.0,-160000000.0,,854000000.0,,,1104000000.0,,,1474000000.0,-4000000.0,,,-1202000000.0,158000000.0,158000000.0,158000000.0,,33000000.0,,,,1104000000.0,,,,226000000.0,226000000.0,,,,76000000.0,,,,,,,,,,,,98000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2025-06-30,257700000.0,0.0,-174500000.0,-17900000.0,,,566500000.0,771700000.0,,-205200000.0,-443900000.0,-443900000.0,-11200000.0,0.0,-270600000.0,-25100000.0,-245500000.0,12400000.0,0.0,-174500000.0,-400000.0,-36900000.0,-36900000.0,-19000000.0,,,,,,,,,275600000.0,275600000.0,68800000.0,-3400000.0,-75800000.0,-75800000.0,2200000.0,,,171100000.0,,,-18600000.0,-400000.0,,,-17900000.0,23000000.0,23000000.0,27600000.0,125000000.0,52900000.0,2200000.0,-3000000.0,-3000000.0,171100000.0,131600000.0,131600000.0,39500000.0,12400000.0,12400000.0,-174100000.0,,,,0.0,-174100000.0,0.0,,,,0.0,-4600000.0,-4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2025-03-31,191700000.0,0.0,-4555100000.0,-14200000.0,,,771700000.0,586000000.0,,185700000.0,35800000.0,35800000.0,-17100000.0,-55100000.0,-244800000.0,-25100000.0,-245500000.0,20000000.0,0.0,-1116700000.0,-72100000.0,-56000000.0,-56000000.0,-41800000.0,,,,,,,,,205900000.0,205900000.0,151500000.0,34600000.0,167500000.0,167500000.0,-2600000.0,,,187000000.0,1400000.0,,-154600000.0,-4100000.0,,,-14200000.0,-117300000.0,-117300000.0,-109000000.0,66700000.0,40700000.0,0.0,-17500000.0,-17500000.0,187000000.0,131600000.0,131600000.0,39500000.0,1469500000.0,20000000.0,-1112600000.0,,,,3438400000.0,-4483000000.0,68000000.0,,,,3370400000.0,-8300000.0,-8300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2024-12-31,253400000.0,-6500000.0,-5879200000.0,-18100000.0,,,586000000.0,286100000.0,,299900000.0,70500000.0,70500000.0,-16100000.0,0.0,-244600000.0,-25100000.0,-245500000.0,5300000.0,-6500000.0,325900000.0,4751700000.0,-42100000.0,-42100000.0,-24000000.0,,,,,,,,,271500000.0,271500000.0,160600000.0,-22700000.0,187100000.0,187100000.0,4100000.0,,,186800000.0,1400000.0,,-53600000.0,389700000.0,,,-18100000.0,13000000.0,13000000.0,-54300000.0,-16800000.0,49400000.0,0.0,-76100000.0,-76100000.0,186800000.0,131600000.0,131600000.0,39500000.0,11800000.0,11800000.0,-813800000.0,,,,6205100000.0,-11380900000.0,-4362000000.0,,,,10567100000.0,67300000.0,67300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2024-09-30,22800000.0,-17300000.0,-2533500000.0,-20800000.0,,,286100000.0,315100000.0,,-29000000.0,-8400000.0,-8400000.0,-15200000.0,0.0,-243700000.0,-25100000.0,-245500000.0,3200000.0,-17300000.0,247300000.0,-7171000000.0,-64200000.0,-64200000.0,-43400000.0,,,,,,,,,43600000.0,43600000.0,-235000000.0,-29300000.0,51500000.0,51500000.0,7900000.0,,,187600000.0,1400000.0,,78400000.0,-816800000.0,,,-20800000.0,-229700000.0,-229700000.0,-141100000.0,-27500000.0,46300000.0,0.0,-41600000.0,-41600000.0,187600000.0,146400000.0,146400000.0,41200000.0,20500000.0,20500000.0,-813800000.0,,,,2780800000.0,-11380900000.0,6354200000.0,,,,10567100000.0,-88600000.0,-88600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2024-06-30,304200000.0,-72700000.0,-4637900000.0,-72900000.0,,,315100000.0,319700000.0,,-4600000.0,-256200000.0,-256200000.0,-34500000.0,-105000000.0,-242600000.0,0.0,-242600000.0,-59600000.0,-72700000.0,185500000.0,-400000.0,-125500000.0,-125500000.0,-52600000.0,,,,,,,,,377100000.0,377100000.0,23000000.0,-20700000.0,47900000.0,47900000.0,200000.0,,,188700000.0,1400000.0,,129300000.0,1249600000.0,,,-72900000.0,-13400000.0,-13400000.0,-41200000.0,9200000.0,44000000.0,0.0,-8100000.0,-8100000.0,188700000.0,145700000.0,145700000.0,43000000.0,13100000.0,13100000.0,-1064100000.0,,,,4823400000.0,-4637500000.0,1250000000.0,,,,3573400000.0,27800000.0,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2024-03-31,304200000.0,-72700000.0,-4637900000.0,-72900000.0,,,315100000.0,319700000.0,,-4600000.0,-256200000.0,-256200000.0,-34500000.0,-105000000.0,-242600000.0,0.0,-242600000.0,-59600000.0,-72700000.0,185500000.0,-400000.0,-125500000.0,-125500000.0,-52600000.0,,,,,,,,,377100000.0,377100000.0,23000000.0,-20700000.0,47900000.0,47900000.0,200000.0,,,188700000.0,0.0,,129300000.0,1249600000.0,,,-72900000.0,-13400000.0,-13400000.0,-41200000.0,9200000.0,44000000.0,0.0,-8100000.0,-8100000.0,188700000.0,145700000.0,145700000.0,43000000.0,13100000.0,13100000.0,-1064100000.0,,,,4823400000.0,-4637500000.0,1250000000.0,,,,3573400000.0,27800000.0,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,2023-12-31,304200000.0,-72700000.0,-4637900000.0,-72900000.0,,,315100000.0,319700000.0,,-4600000.0,-256200000.0,-256200000.0,-34500000.0,-105000000.0,-242600000.0,0.0,-242600000.0,-59600000.0,-72700000.0,185500000.0,-400000.0,-125500000.0,-125500000.0,-52600000.0,,,,,,,,,377100000.0,377100000.0,23000000.0,-20700000.0,47900000.0,47900000.0,200000.0,,,188700000.0,0.0,,129300000.0,1249600000.0,,,-72900000.0,-13400000.0,-13400000.0,-41200000.0,9200000.0,44000000.0,0.0,-8100000.0,-8100000.0,188700000.0,145700000.0,145700000.0,43000000.0,13100000.0,13100000.0,1454600000.0,,,,4823400000.0,2697300000.0,1250000000.0,,,,-1242700000.0,27800000.0,27800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2025-06-30,122500000.0,-130700000.0,,-17100000.0,,,177900000.0,173000000.0,2300000.0,2600000.0,-146000000.0,-146000000.0,,1300000.0,-48300000.0,,-48300000.0,-130700000.0,-130700000.0,31700000.0,,9000000.0,9000000.0,,26100000.0,26100000.0,0.0,0.0,,0.0,,,139600000.0,139600000.0,-31500000.0,-31500000.0,,,,,,20500000.0,,,152200000.0,31700000.0,,,-17100000.0,,,,,2500000.0,,-4100000.0,-4100000.0,20500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2025-03-31,17400000.0,-120600000.0,,-21300000.0,,,173000000.0,239600000.0,600000.0,-67200000.0,-95100000.0,-95100000.0,,-1800000.0,-49200000.0,,-49200000.0,-120600000.0,-120600000.0,76500000.0,,-10800000.0,-10800000.0,,10500000.0,33100000.0,-22600000.0,0.0,,0.0,,,38700000.0,38700000.0,-119700000.0,-119700000.0,,,,,,20700000.0,,,136600000.0,76500000.0,,,-21300000.0,,,,,6100000.0,,-5000000.0,-5000000.0,20700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2024-12-31,191300000.0,-68700000.0,,-30600000.0,,,239600000.0,219300000.0,-4900000.0,25200000.0,-40700000.0,-40700000.0,,900000.0,-49500000.0,,-49500000.0,-68700000.0,-68700000.0,76600000.0,,-156000000.0,-156000000.0,,-800000.0,0.0,-800000.0,-124600000.0,,-124600000.0,,,221900000.0,221900000.0,89700000.0,112900000.0,,,,,,19300000.0,,,109700000.0,76600000.0,,,-30600000.0,,,,,2200000.0,4700000.0,-3700000.0,-3700000.0,19300000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2024-09-30,163400000.0,-83900000.0,,-32500000.0,,,219300000.0,216100000.0,2300000.0,900000.0,-144000000.0,-144000000.0,,7800000.0,-46700000.0,,-46700000.0,-83900000.0,-83900000.0,-21200000.0,,-51000000.0,-51000000.0,,-18500000.0,3500000.0,-22000000.0,0.0,,0.0,,,195900000.0,195900000.0,52600000.0,52600000.0,,,,,,20300000.0,,,120100000.0,-21200000.0,,,-32500000.0,,,,,2300000.0,0.0,600000.0,600000.0,20300000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2024-06-30,34500000.0,-78700000.0,,-22900000.0,,,216100000.0,251600000.0,-900000.0,-34600000.0,-103100000.0,-103100000.0,,1400000.0,-46900000.0,,-46900000.0,-78700000.0,-78700000.0,21100000.0,,11100000.0,11100000.0,,34200000.0,37000000.0,-2800000.0,-200000.0,,-200000.0,,,57400000.0,57400000.0,-116100000.0,-116100000.0,,,,,,19600000.0,,,156200000.0,21100000.0,,,-22900000.0,,,,,2100000.0,0.0,-4400000.0,-4400000.0,19600000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2024-03-31,34500000.0,-78700000.0,,-22900000.0,,,216100000.0,251600000.0,-900000.0,-34600000.0,-103100000.0,-103100000.0,,1400000.0,-46900000.0,,-46900000.0,-78700000.0,-78700000.0,21100000.0,,11100000.0,11100000.0,,34200000.0,37000000.0,-2800000.0,-200000.0,,-200000.0,,,57400000.0,57400000.0,-116100000.0,-116100000.0,,,,,,19600000.0,,,156200000.0,21100000.0,,,-22900000.0,,,,,2100000.0,0.0,-4400000.0,-4400000.0,19600000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS,2023-12-31,34500000.0,-78700000.0,,-22900000.0,,,216100000.0,251600000.0,-900000.0,-34600000.0,-103100000.0,-103100000.0,,1400000.0,-46900000.0,,-46900000.0,-78700000.0,-78700000.0,21100000.0,,11100000.0,11100000.0,,34200000.0,37000000.0,-2800000.0,-200000.0,,-200000.0,,,57400000.0,57400000.0,-116100000.0,-116100000.0,,,,,,19600000.0,3600000.0,,156200000.0,21100000.0,,,-22900000.0,,,,,2100000.0,0.0,-4400000.0,-4400000.0,19600000.0,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,2025-06-30,602200000.0,-402100000.0,,-89900000.0,,,774200000.0,860500000.0,80300000.0,-166600000.0,-757800000.0,-757800000.0,-14500000.0,26200000.0,-210100000.0,,-210100000.0,-402100000.0,-402100000.0,-157300000.0,,-100900000.0,-100900000.0,-800000.0,,,,-10200000.0,,-10200000.0,,,692100000.0,698000000.0,-281800000.0,,,,-23700000.0,,,98100000.0,4200000.0,,876000000.0,,,,-89900000.0,,,,,25200000.0,,,,98100000.0,,,,,,,,,,,,,,,,,,,,,,,,,4200000.0,,,,-5900000.0,,,,,,,,,,,,,,,,,,,,,,,
TT,2025-03-31,220600000.0,-477500000.0,,-118900000.0,,,860500000.0,1590100000.0,39100000.0,-768700000.0,-723100000.0,-723100000.0,-7600000.0,-28100000.0,-209900000.0,,-209900000.0,-477500000.0,-477500000.0,0.0,,-385100000.0,-385100000.0,-900000.0,,,,-265300000.0,,-265300000.0,,,339500000.0,345500000.0,-331200000.0,,,,-67500000.0,,,99100000.0,4900000.0,,618000000.0,,,,-118900000.0,,,,,22200000.0,,,,99100000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,4900000.0,,,,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,
TT,2024-12-31,774300000.0,-354700000.0,-500000000.0,-125600000.0,,,1590100000.0,1470000000.0,-73100000.0,193200000.0,-1030400000.0,-1030400000.0,-1100000.0,14100000.0,-188700000.0,,-188700000.0,-354700000.0,-354700000.0,-500000000.0,-500000000.0,323700000.0,323700000.0,-4700000.0,450000000.0,,0.0,-700000.0,,-700000.0,,,899900000.0,905500000.0,309000000.0,,,,-144400000.0,,,96700000.0,9600000.0,,615300000.0,-500000000.0,,,-125600000.0,,,,,19300000.0,,,,96700000.0,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,9600000.0,,,,-5600000.0,,,,,,,,,,,,,,,,,,,,,,,
TT,2024-09-30,1214300000.0,-301700000.0,0.0,-88300000.0,,,1470000000.0,874600000.0,38700000.0,556700000.0,-485900000.0,-485900000.0,-6000000.0,11200000.0,-189400000.0,,-189400000.0,-301700000.0,-301700000.0,0.0,0.0,-260000000.0,-260000000.0,2700000.0,0.0,,0.0,-174400000.0,,-174400000.0,,,1302600000.0,1313600000.0,428800000.0,,,,-28400000.0,,,95000000.0,11000000.0,,786900000.0,0.0,,,-88300000.0,,,,,20300000.0,,,,95000000.0,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,11000000.0,,,,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,
TT,2024-06-30,623000000.0,-324100000.0,-7500000.0,-72900000.0,,,874600000.0,849900000.0,-8700000.0,33400000.0,-117600000.0,-117600000.0,-10200000.0,15500000.0,-189900000.0,,-189900000.0,-324100000.0,-324100000.0,391100000.0,-7500000.0,-544900000.0,-544900000.0,-16800000.0,0.0,,0.0,-5200000.0,,-5200000.0,,,695900000.0,704200000.0,-169300000.0,,,,-23000000.0,,,96200000.0,10000000.0,,766800000.0,491000000.0,,,-72900000.0,,,,,23500000.0,,,,96200000.0,,,,,,-99900000.0,,,,498500000.0,,498500000.0,,,,,,,,,,,,,10000000.0,,,,-8300000.0,,,,,,,,,,,,,,,,,,,,,,,
TT,2024-03-31,623000000.0,-324100000.0,0.0,-72900000.0,,,874600000.0,849900000.0,-8700000.0,33400000.0,-117600000.0,-117600000.0,-10200000.0,15500000.0,-189900000.0,,-189900000.0,-324100000.0,-324100000.0,391100000.0,0.0,-544900000.0,-544900000.0,-16800000.0,0.0,,0.0,-5200000.0,,-5200000.0,,,695900000.0,704200000.0,-169300000.0,,,,-23000000.0,,,96200000.0,10000000.0,,766800000.0,0.0,,,-72900000.0,,,,,23500000.0,,,,96200000.0,,,,,,99900000.0,,,,0.0,,0.0,,,,,,,,,,,,,10000000.0,,,,-8300000.0,,,,,,,,,,,,,,,,,,,,,,,
TT,2023-12-31,623000000.0,-324100000.0,-45800000.0,-72900000.0,,,874600000.0,849900000.0,-8700000.0,33400000.0,-117600000.0,-117600000.0,-10200000.0,15500000.0,-189900000.0,,-189900000.0,-324100000.0,-324100000.0,391100000.0,-45800000.0,-544900000.0,-544900000.0,-16800000.0,0.0,,0.0,-5200000.0,,-5200000.0,,,695900000.0,704200000.0,-169300000.0,,,,-23000000.0,,,96200000.0,10000000.0,,766800000.0,-45700000.0,,,-72900000.0,,,,,23500000.0,,,,96200000.0,,,,,,99900000.0,,,,100000.0,,100000.0,,,,,,,,,,,,,10000000.0,,,,-8300000.0,,,,,,,0.0,,,,,,,,,,,,,,,,
SMCI,2025-06-30,840935000.0,,-37284000.0,-22678000.0,1444000.0,56766000.0,5172301000.0,2537092000.0,847000.0,2634362000.0,1849427000.0,1849427000.0,-205708000.0,6446000.0,,,,-200000000.0,,2248689000.0,,-78678000.0,-78678000.0,,-56000000.0,,-56000000.0,,,,-22678000.0,-22678000.0,863613000.0,863613000.0,620480000.0,65585000.0,438559000.0,438559000.0,1614000.0,,,18636000.0,24354000.0,,195154000.0,2255973000.0,,,,877090000.0,657400000.0,630722000.0,-813503000.0,83612000.0,,-80237000.0,-80237000.0,18636000.0,,,,0.0,0.0,-7284000.0,,-2500000.0,,2285973000.0,-37284000.0,2255973000.0,,8264000.0,,30000000.0,26678000.0,26678000.0,,55249000.0,,,219690000.0,,,16090000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,2025-03-31,594064000.0,,-157307000.0,-32700000.0,5040000.0,213363000.0,2537092000.0,1430987000.0,-11000.0,1106116000.0,512052000.0,512052000.0,-73134000.0,7583000.0,,,,0.0,,577603000.0,,-32700000.0,-32700000.0,,0.0,,0.0,,,,-32700000.0,-32700000.0,626764000.0,626764000.0,437421000.0,67145000.0,414156000.0,414156000.0,9702000.0,,,10745000.0,33738000.0,,108777000.0,950978000.0,,,,116114000.0,3746000.0,95226000.0,-275748000.0,84704000.0,,-58323000.0,-58323000.0,10745000.0,,,,0.0,0.0,-7284000.0,,1341000.0,,734910000.0,-37284000.0,-623081000.0,,445000.0,,30000000.0,-91480000.0,-91480000.0,,114413000.0,,,112368000.0,,,3042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,2024-12-31,-267293000.0,,-467881000.0,-27536000.0,7552000.0,53693000.0,1430987000.0,2089231000.0,-3663000.0,-654581000.0,-387288000.0,-387288000.0,-41492000.0,342000.0,,,,0.0,,-346138000.0,,-27536000.0,-27536000.0,,0.0,,0.0,,,,-27536000.0,-27536000.0,-239757000.0,-239757000.0,-623312000.0,40470000.0,-334662000.0,-334662000.0,-779000.0,,,14883000.0,-3741000.0,,320596000.0,950978000.0,,,,-1177492000.0,-1091864000.0,-1127269000.0,1331362000.0,82122000.0,,-29526000.0,-29526000.0,14883000.0,,,14883000.0,0.0,0.0,-7284000.0,,2553000.0,,121743000.0,-37284000.0,-623081000.0,,-2517000.0,,30000000.0,35405000.0,35405000.0,,-485543000.0,,,-85628000.0,,,-1224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,2024-09-30,364604000.0,,-1106178000.0,-44300000.0,11454000.0,3336000.0,2089231000.0,1670273000.0,4500000.0,414458000.0,49854000.0,49854000.0,-35529000.0,6527000.0,,,,0.0,,78856000.0,,-44300000.0,-44300000.0,,0.0,,0.0,,,,-44300000.0,-44300000.0,408904000.0,408904000.0,-44562000.0,141806000.0,15288000.0,15288000.0,-3346000.0,,,14080000.0,943000.0,,424327000.0,950978000.0,,,,307767000.0,281793000.0,220353000.0,-597717000.0,64014000.0,,-46552000.0,-46552000.0,14080000.0,,,14080000.0,0.0,0.0,78856000.0,,1520000.0,,1185034000.0,-1106178000.0,-623081000.0,,19000.0,,1185034000.0,61440000.0,61440000.0,,86774000.0,,,25974000.0,,,924000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,2024-06-30,-655797000.0,0.0,-27955000.0,-13983000.0,1202000.0,91424000.0,1670273000.0,2115982000.0,-557000.0,-445152000.0,258941000.0,258941000.0,-55115000.0,4339000.0,,,,-7000.0,0.0,309724000.0,,-62279000.0,-62279000.0,,-48000000.0,,-48000000.0,,,,-13983000.0,-13983000.0,-641814000.0,-641814000.0,-1011249000.0,-20116000.0,-1081317000.0,-1081317000.0,9157000.0,,,11811000.0,277000.0,,297244000.0,120740000.0,,,,327509000.0,358504000.0,369577000.0,-220973000.0,74960000.0,,-24014000.0,-24014000.0,11811000.0,,,14080000.0,-7000.0,-7000.0,78856000.0,,2621000.0,,337679000.0,-1106178000.0,-1818850000.0,,526000.0,,1185034000.0,-11073000.0,-11073000.0,,-18973000.0,,,-30995000.0,,,-249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,2024-03-31,-655797000.0,0.0,-27955000.0,-13983000.0,1202000.0,91424000.0,1670273000.0,2115982000.0,-557000.0,-445152000.0,258941000.0,258941000.0,-55115000.0,4339000.0,,,,1731186000.0,0.0,309724000.0,-1162603000.0,-62279000.0,-62279000.0,,-48000000.0,,-48000000.0,,,,-13983000.0,-13983000.0,-641814000.0,-641814000.0,-1011249000.0,-20116000.0,-1081317000.0,-1081317000.0,9157000.0,,,11811000.0,277000.0,,297244000.0,1615072000.0,,,,327509000.0,358504000.0,369577000.0,-220973000.0,74960000.0,,-24014000.0,-24014000.0,11811000.0,,,14080000.0,1731186000.0,1731186000.0,78856000.0,,2621000.0,,337679000.0,-1106178000.0,838085000.0,,526000.0,,1185034000.0,-11073000.0,-11073000.0,,-18973000.0,,,-30995000.0,,,-249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,2023-12-31,-655797000.0,0.0,-27955000.0,-13983000.0,1202000.0,91424000.0,1670273000.0,2115982000.0,-557000.0,-445152000.0,258941000.0,258941000.0,-55115000.0,4339000.0,,,,1731186000.0,0.0,309724000.0,-638049000.0,-62279000.0,-62279000.0,,-48000000.0,,-48000000.0,,,,-13983000.0,-13983000.0,-641814000.0,-641814000.0,-1011249000.0,-20116000.0,-1081317000.0,-1081317000.0,9157000.0,,,11811000.0,277000.0,,297244000.0,219634000.0,,,,327509000.0,358504000.0,369577000.0,-220973000.0,74960000.0,,-24014000.0,-24014000.0,11811000.0,,,9620000.0,1731186000.0,1731186000.0,78856000.0,,2621000.0,,337679000.0,-1106178000.0,857683000.0,,526000.0,,1185034000.0,-11073000.0,-11073000.0,,-18973000.0,,,-30995000.0,,,-249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CARR,2025-06-30,568000000.0,-340000000.0,-3000000.0,-81000000.0,,,1797000000.0,1698000000.0,51000000.0,47000000.0,-547000000.0,-547000000.0,-10000000.0,,-192000000.0,,-192000000.0,-340000000.0,-340000000.0,-5000000.0,-3000000.0,-55000000.0,-83000000.0,-4000000.0,51000000.0,,,-49000000.0,0.0,-49000000.0,,,649000000.0,264000000.0,-554000000.0,,-340000000.0,-340000000.0,5000000.0,,,317000000.0,-90000000.0,-12000000.0,650000000.0,3000000.0,,,-81000000.0,-103000000.0,,,-111000000.0,21000000.0,,-89000000.0,-89000000.0,317000000.0,,,,,,-8000000.0,,,,6000000.0,,6000000.0,4000000.0,-78000000.0,,,,,,,,1000000.0,,,,,,,385000000.0,,,,,,0.0,28000000.0,,,,,,,,,,,,,,,,
CARR,2025-03-31,420000000.0,-1288000000.0,-1205000000.0,-63000000.0,,,1698000000.0,3972000000.0,17000000.0,-2287000000.0,-2747000000.0,-2747000000.0,-16000000.0,,-198000000.0,,-198000000.0,-1288000000.0,-1288000000.0,-1245000000.0,-1205000000.0,-23000000.0,-30000000.0,1000000.0,36000000.0,,,-4000000.0,8000000.0,-12000000.0,,,483000000.0,488000000.0,-182000000.0,,-362000000.0,-362000000.0,-52000000.0,,,303000000.0,-49000000.0,-5000000.0,437000000.0,-1196000000.0,,,-63000000.0,481000000.0,,,-301000000.0,23000000.0,,-69000000.0,-69000000.0,303000000.0,,,,,,-49000000.0,,,,9000000.0,,9000000.0,77000000.0,-44000000.0,,,,,,,,-4000000.0,,,,,,,-5000000.0,,,,,,0.0,7000000.0,,,,,,,,,,,,,,,,
CARR,2024-12-31,-85000000.0,-1513000000.0,-815000000.0,-217000000.0,,,3969000000.0,2225000000.0,-85000000.0,1535000000.0,-1686000000.0,-1672000000.0,-27000000.0,,-156000000.0,,-156000000.0,-1513000000.0,-1513000000.0,24000000.0,-815000000.0,3089000000.0,306000000.0,-17000000.0,-77000000.0,,-77000000.0,617000000.0,634000000.0,-17000000.0,,,132000000.0,363000000.0,656000000.0,,95000000.0,95000000.0,-198000000.0,,,318000000.0,-358000000.0,-320000000.0,-30000000.0,11000000.0,,,-217000000.0,345000000.0,,,216000000.0,21000000.0,,-56000000.0,-56000000.0,318000000.0,,,,,,13000000.0,,,,826000000.0,,826000000.0,10000000.0,-44000000.0,,,,,,,,295000000.0,,,,,,,-231000000.0,,,,,,-14000000.0,2783000000.0,,,,,,,,,,,,,,,,
CARR,2024-09-30,-361000000.0,-431000000.0,-988000000.0,-92000000.0,,,2225000000.0,2756000000.0,64000000.0,-654000000.0,-1544000000.0,-1548000000.0,-6000000.0,,-184000000.0,,-184000000.0,-431000000.0,-431000000.0,-927000000.0,-988000000.0,1159000000.0,-184000000.0,4000000.0,-2000000.0,,-2000000.0,-94000000.0,0.0,-94000000.0,,,-269000000.0,599000000.0,-94000000.0,,97000000.0,97000000.0,-45000000.0,,,312000000.0,-156000000.0,2879000000.0,598000000.0,-957000000.0,,,-92000000.0,-260000000.0,,,69000000.0,25000000.0,,-65000000.0,-65000000.0,312000000.0,,,,,,30000000.0,,,,31000000.0,,31000000.0,24000000.0,-66000000.0,,,,,,,,58000000.0,,,,,,,-868000000.0,,,,,,4000000.0,1343000000.0,,,,,,,,,,,,,,,,
